SbjNum,d3,PROVINCIA,DISTRITO,ORGANIZACION,A,B,D,E,P1,P2,P3,P4,P5_O1,P5_O2,P5_O3,P5_O4,P6_1,P6_2,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16A,P16B_O1,P16B_O2,P16B_O3,P16B_O4,P16B_O5,P16B_O6,P16B_O7,P16B_O8,P16B_O9,P17,P18,P19,P20,P21,P22,P23,P24_1,P24_2,P24_3,P24_4,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,I_1_P44,I_2_P44,I_3_P44,I_4_P44,I_5_P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,I_1_P54,I_2_P54,I_3_P54,I_4_P54,I_1_P55,I_2_P55,I_1_P56,I_2_P56,P57,P58,P59,NSE,REGX,ent,SEXO,edad
152438142,17,1701,170101,71,1,31,1,3,2,3,8,2,NA,NA,NA,NA,NA,NA,1,2,1,3,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,10,5,60,20,4,4,1,1,NA,2,3,2,1,2,3,2,NA,NA,NA,NA,NA,1,1,4,3,4,4,4,2,3,1,2,2,4,3,3,2,1,1,2,1,1,1,2,2,3,1,3,2,51,400,2,2
152439341,17,1701,170101,71,1,24,1,1,2,2,10,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,30,30,30,5,4,2,1,1,NA,2,3,2,1,2,2,NA,98,-1,1,1,2,3,1,2,4,2,2,1,2,16,1,9,1,3,4,5,2,1,1,2,1,2,1,2,1,5,1,3,1,51,400,1,1
152440100,17,1701,170101,71,1,26,5,1,2,1,8,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,5,15,10,3,3,2,1,3,3,2,3,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,1,18,1,2,2,6,2,5,1,1,1,1,1,1,1,1,2,4,1,3,1,51,400,2,2
152441040,17,1701,170101,71,1,27,4,1,2,1,8,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,10,5,7,5,2,2,1,1,NA,2,2,2,2,NA,1,NA,98,-1,1,2,2,3,1,2,1,4,2,4,2,8,3,2,1,5,1,2,1,1,1,2,1,1,1,2,2,3,1,3,1,51,400,1,2
152446528,24,2401,240101,6,1,21,4,1,2,1,7,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,2,1,30,20,10,10,2,2,1,1,NA,2,3,2,2,NA,3,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,16,1,9,1,3,3,3,2,2,1,1,1,1,2,2,2,3,1,3,2,24,100,1,1
152448667,24,2401,240101,71,1,52,2,1,2,2,6,1,3,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,30,25,15,10,2,4,1,2,14,2,2,2,1,2,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,1,1,1,1,4,4,4,2,2,1,1,1,1,2,2,2,3,1,3,2,24,400,1,4
152475627,10,1001,100101,21,1,40,2,4,4,105,2,2,NA,NA,NA,NA,NA,NA,1,2,1,3,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,20,1,90,10,4,2,2,15,270,4,4,4,2,NA,1,NA,9,17,1,1,2,1,1,4,3,4,2,4,5,103,6,2,1,6,4,5,2,1,1,2,1,1,1,2,2,3,1,3,2,33,100,1,3
152477706,10,1001,100101,21,1,23,5,4,4,105,4,1,1,NA,NA,NA,3,NA,2,2,3,4,5,3,2,4,1,3,96,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,2,10,1,1,5,2,4,2,7,29,2,4,4,2,NA,1,NA,9,11,1,1,2,1,1,4,3,4,3,4,2,3,96,1,1,6,5,5,2,1,2,2,2,2,2,2,2,3,1,2,3,33,100,1,1
152479187,14,1401,140101,71,1,48,3,3,2,1,8,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,5,60,15,2,3,2,1,1,NA,1,2,2,1,2,3,10,NA,NA,NA,NA,NA,1,2,4,3,4,3,4,2,10,2,96,1,6,3,5,2,1,1,1,1,1,1,2,2,3,1,3,1,24,400,1,4
152480833,23,2301,230101,71,1,20,2,1,1,2,8,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,20,60,10,2,5,1,1,1,NA,2,3,1,2,NA,3,5,NA,NA,NA,NA,NA,4,1,3,4,4,4,4,1,1,1,13,2,3,1,5,2,1,2,1,1,2,1,2,2,3,1,3,2,42,400,2,1
152482592,23,2301,230101,71,1,46,3,2,4,104,8,1,2,NA,NA,NA,NA,2,2,4,2,4,2,4,3,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,2,2,9,3,1,2,120,4,4,1,2,14,2,4,2,1,1,3,2,NA,NA,NA,NA,NA,1,1,4,4,4,3,3,2,10,11,15,2,4,6,4,2,1,1,1,1,1,1,1,1,4,1,3,1,42,400,2,4
152483841,4,401,40101,57,1,45,4,1,3,113,5,1,1,NA,NA,NA,2,NA,1,2,1,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,40,10,15,10,3,2,2,1,NA,3,3,3,2,NA,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,3,103,1,7,2,4,3,5,2,1,1,1,1,1,1,2,2,4,1,3,1,42,300,2,4
152484691,20,2001,200104,49,1,38,1,3,2,2,8,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,10,15,10,10,2,2,1,1,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,3,2,4,4,4,4,4,1,16,1,2,2,3,3,5,2,1,1,2,1,2,1,2,2,3,1,3,2,24,300,2,3
152485820,16,1601,160101,71,1,33,2,3,2,3,8,1,1,NA,NA,NA,2,NA,1,1,1,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,20,2,5,5,2,2,1,2,7,2,2,2,2,NA,3,5,NA,NA,NA,NA,NA,1,1,4,2,4,4,4,1,1,1,96,1,3,3,3,2,2,2,2,1,1,2,2,2,2,2,1,4,51,400,1,2
152486469,23,2301,230101,71,1,50,1,3,2,3,8,1,2,NA,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,12,25,3,5,10,2,2,2,1,NA,2,2,3,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,1,10,1,6,2,2,2,3,2,1,1,1,1,1,1,1,2,4,1,3,1,42,400,2,4
152487624,23,2301,230101,71,1,25,3,3,5,101,1,1,2,NA,NA,NA,NA,1,2,4,2,4,4,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,1,10,120,20,15,5,2,1,1,NA,2,2,2,1,3,3,1,NA,NA,NA,NA,NA,3,1,1,3,1,1,1,2,10,5,2,1,6,6,5,1,1,1,1,1,2,1,2,2,4,1,3,1,42,400,1,2
152488470,8,801,80101,71,1,63,1,2,3,105,7,1,2,NA,NA,NA,NA,1,1,2,1,2,2,2,4,2,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,2,2,1,35,30,20,10,2,2,2,2,7,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,12,1,2,2,3,4,5,1,1,1,1,1,1,1,2,2,3,1,3,1,42,400,2,5
152488531,23,2301,230101,71,1,22,3,1,2,1,10,1,2,NA,NA,NA,NA,3,1,2,1,2,1,1,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,1,30,180,5,3,4,2,3,3,15,4,2,1,1,2,3,1,NA,NA,NA,NA,NA,1,1,4,3,3,4,2,2,16,17,20,1,6,1,5,2,1,2,2,1,1,1,2,2,4,1,3,2,42,400,1,1
152489158,16,1601,160101,71,1,65,13,1,1,2,10,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,2,2,2,1,30,60,20,5,4,2,1,10,60,2,3,2,2,NA,3,11,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,2,1,11,20,1,3,3,3,1,2,1,2,1,1,2,2,2,1,2,1,2,51,400,1,5
152489398,10,1001,100101,71,1,28,1,1,2,2,7,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,1,1,2,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,2,2,1,10,20,5,2,2,2,2,2,30,2,3,2,2,NA,4,NA,NA,NA,NA,NA,NA,1,2,4,4,4,4,4,2,6,5,20,1,2,3,2,2,1,1,2,1,1,2,2,2,3,1,3,2,33,400,1,2
152490142,10,1001,100101,71,1,48,4,1,4,102,1,1,1,NA,NA,NA,2,NA,1,2,3,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,2,2,1,20,0,0,2,2,2,2,5,60,3,4,4,2,NA,4,NA,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,4,111,96,1,2,2,2,3,1,1,2,2,2,2,2,2,2,1,2,3,3,33,400,2,4
152490184,23,2301,230101,71,1,55,2,1,4,102,5,2,NA,NA,NA,NA,NA,NA,1,5,3,4,2,2,2,4,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,1,10,200,15,1,5,2,1,3,180,4,4,4,2,NA,1,NA,2,27,1,1,2,3,1,4,1,4,4,4,2,10,96,7,1,6,4,5,2,1,1,1,1,1,1,1,2,5,1,3,1,42,400,1,5
152490729,16,1601,160101,71,1,60,1,1,4,101,7,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,1,1,96,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,60,25,10,3,2,1,1,1,NA,4,3,2,2,NA,3,5,NA,NA,NA,NA,NA,1,3,4,2,4,4,4,1,3,2,1,1,7,4,6,1,1,2,2,1,1,1,2,2,3,1,1,1,51,400,1,5
152490989,5,501,50115,42,1,22,3,3,2,2,10,1,1,NA,NA,NA,2,NA,1,1,1,1,2,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,2,1,10,10,10,6,3,2,2,2,998,3,2,2,1,2,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,3,229,1,2,2,5,2,1,2,2,2,2,1,2,2,2,2,1,1,2,4,33,300,2,1
152491505,10,1001,100101,71,1,27,2,4,3,107,7,1,1,NA,NA,NA,2,NA,3,2,3,2,2,2,2,4,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,2,2,2,15,0,15,4,2,2,2,6,365,3,3,3,2,NA,3,2,NA,NA,NA,NA,NA,1,1,1,4,4,1,4,4,103,8,4,2,6,4,5,1,1,1,1,2,2,2,2,2,1,1,3,2,33,400,2,2
152491692,10,1001,100101,71,1,27,3,1,2,4,8,1,3,NA,NA,NA,NA,NA,1,1,1,2,1,2,2,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,10,25,5,2,2,2,1,1,NA,2,2,2,1,2,3,5,NA,NA,NA,NA,NA,3,1,2,3,4,2,4,2,3,2,7,1,6,6,3,1,1,1,1,1,1,1,2,2,4,1,3,1,33,400,1,2
152491787,23,2301,230101,71,1,36,3,1,3,201,9,1,2,NA,NA,NA,NA,2,1,4,1,2,3,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,2,1,45,120,10,10,1,3,3,2,5,2,4,3,1,2,1,NA,5,2,1,1,2,1,1,3,2,4,2,4,3,10,96,13,2,6,3,5,2,1,1,2,1,1,1,1,2,4,1,3,1,42,400,2,3
152491869,16,1601,160101,71,1,22,11,1,2,4,10,1,2,NA,NA,NA,NA,2,1,2,1,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,15,4,2,10,5,3,2,1,1,NA,4,4,1,2,NA,3,5,NA,NA,NA,NA,NA,1,1,3,4,4,4,4,1,3,20,1,1,5,1,5,1,1,2,2,2,2,2,2,2,2,2,3,2,51,400,1,1
152492441,10,1001,100101,71,1,21,3,1,2,2,6,2,NA,NA,NA,NA,NA,NA,1,2,3,4,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,2,1,30,5,1,2,2,2,1,1,NA,2,3,2,2,NA,3,1,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,3,210,2,1,2,4,3,4,2,2,2,2,1,2,2,2,2,3,1,3,3,33,400,2,1
152492592,10,1001,100101,71,1,52,3,1,2,1,6,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,10,15,3,5,2,2,1,3,30,2,3,2,2,NA,4,NA,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,3,1,2,1,6,4,5,2,1,2,2,1,1,1,2,2,4,1,3,2,33,400,1,4
152492737,17,1701,170101,71,1,24,2,2,3,101,6,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,5,30,30,5,3,3,1,3,15,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,1,1,2,3,3,3,2,1,3,2,1,1,6,3,5,1,1,1,1,1,1,1,1,1,3,1,3,1,51,400,1,1
152493333,10,1001,100101,71,1,32,2,1,4,106,3,2,NA,NA,NA,NA,NA,NA,3,4,3,3,4,4,4,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,1,30,15,5,10,4,4,1,3,998,4,4,4,2,NA,1,NA,3,1,1,2,2,4,1,4,4,4,4,4,3,213,9,5,2,6,4,4,2,1,2,2,1,1,2,2,2,3,1,3,2,33,400,2,2
152493472,17,1701,170101,71,1,45,4,1,1,2,9,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,20,20,5,4,2,1,1,NA,2,3,2,2,NA,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,3,2,2,2,7,4,6,2,1,1,1,1,1,1,2,2,4,1,3,1,51,400,2,4
152494133,17,1701,170101,71,1,25,2,1,2,2,8,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,2,5,20,30,10,4,3,1,1,NA,3,3,2,1,1,1,NA,28,24,1,1,2,3,1,2,2,4,2,4,2,6,5,4,1,7,4,3,2,1,2,2,2,2,2,2,2,3,1,2,3,51,400,1,2
152495283,8,801,80101,47,1,47,1,1,2,3,5,1,1,NA,NA,NA,2,NA,1,1,1,2,2,1,1,2,1,5,96,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,30,0,0,20,1,1,3,1,NA,2,2,1,2,NA,3,5,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,2,1,98,96,2,2,3,2,2,1,2,2,1,2,2,2,2,1,2,3,3,42,300,2,4
152495284,8,801,80101,47,1,29,4,1,1,3,10,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,2,1,1,6,96,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,15,0,1,20,1,1,2,4,14,1,2,1,2,NA,3,5,NA,NA,NA,NA,NA,3,1,4,4,4,4,4,1,4,3,22,2,4,3,5,2,1,1,2,1,2,1,2,2,2,1,3,2,42,300,2,2
152495285,8,801,80101,47,1,38,1,1,1,3,9,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,2,1,1,4,96,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,2,20,0,0,20,1,1,1,1,NA,2,2,1,2,NA,1,NA,2,2,2,2,1,3,1,2,3,4,2,3,1,8,3,9,1,4,5,4,1,1,2,1,1,1,1,2,2,4,1,2,1,42,300,1,3
152499871,12,1201,120101,71,1,35,1,1,3,201,6,2,NA,NA,NA,NA,NA,NA,2,5,3,3,3,4,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,25,60,10,10,4,5,1,3,30,4,3,3,1,3,3,2,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3,201,2,2,2,3,2,3,2,2,1,2,2,2,2,2,2,3,2,3,3,33,400,2,3
152500415,12,1201,120101,71,1,46,3,3,2,2,8,2,NA,NA,NA,NA,NA,NA,1,2,1,3,3,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,30,30,40,10,4,2,1,2,6,2,3,2,1,3,3,10,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,3,210,1,4,2,3,3,3,2,1,2,2,2,1,1,2,2,2,1,3,2,33,400,2,4
152500843,12,1201,120101,71,1,25,2,1,3,101,5,2,NA,NA,NA,NA,NA,NA,3,2,1,3,4,3,4,4,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,4,2,2,5,10,95,5,8,5,3,2,2,30,3,3,3,2,NA,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,3,4,4,108,9,2,2,6,3,5,2,2,1,2,2,2,2,2,2,2,1,3,3,33,400,2,2
152501164,8,801,80106,12,1,25,4,3,2,97,6,1,3,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,3,25,24,23,25,2,3,2,2,15,2,2,5,1,1,1,NA,97,-1,NA,NA,NA,1,2,2,2,2,2,1,1,97,7,4,1,3,4,3,2,1,1,2,1,1,2,1,2,3,2,2,2,42,100,1,2
152516831,3,301,30101,71,1,25,1,1,3,101,1,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,5,120,45,5,5,2,1,1,NA,2,3,2,2,NA,4,NA,NA,NA,NA,NA,NA,3,1,3,3,4,1,4,2,3,1,2,1,3,3,3,1,1,1,1,1,1,1,1,1,3,1,2,1,33,400,1,2
152517202,21,2101,210101,71,1,28,2,1,3,101,6,1,1,NA,NA,NA,2,NA,1,2,3,4,2,4,2,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,4,2,2,1,15,5,5,2,4,2,1,2,30,2,2,2,2,NA,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,13,5,1,2,4,2,4,2,1,1,2,1,1,2,1,2,5,1,3,1,42,400,2,2
152517595,16,1601,160101,71,1,23,2,1,1,1,6,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,1,5,2,6,5,2,2,2,1,NA,2,3,3,2,NA,3,2,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,3,108,3,4,2,6,4,5,2,1,2,1,1,1,1,2,2,3,1,3,2,51,400,2,1
152517782,3,301,30101,71,1,36,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,1,4,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,10,30,10,5,2,2,2,1,NA,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,2,3,1,2,1,3,3,3,2,2,2,2,2,2,2,2,2,3,1,3,3,33,400,1,3
152517873,10,1005,100501,71,1,53,5,1,2,1,8,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,1,2,2,1,2,96,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,2,200,10,10,3,2,1,1,1,NA,2,3,1,2,NA,3,1,NA,NA,NA,NA,NA,1,1,2,3,4,2,4,2,10,98,9,1,6,4,6,1,1,1,2,1,1,1,1,2,3,1,3,1,33,400,1,4
152518236,8,801,80101,71,1,35,2,1,2,15,5,2,NA,NA,NA,NA,NA,NA,2,3,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,30,90,15,5,4,4,1,3,998,4,4,4,2,NA,3,98,NA,NA,NA,NA,NA,3,1,4,4,4,4,4,2,3,16,2,2,6,5,4,1,1,1,1,1,1,1,2,2,3,1,3,1,42,400,2,3
152518261,16,1601,160113,71,1,38,2,1,2,1,8,1,2,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,30,0,5,5,1,2,1,1,NA,2,2,2,2,NA,3,3,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,2,10,6,2,2,3,3,3,2,2,1,2,1,1,1,2,2,3,1,3,2,51,400,2,3
152518560,3,301,30101,71,1,33,1,1,2,2,7,1,2,NA,NA,NA,NA,2,1,1,1,2,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,20,10,5,4,2,2,1,1,NA,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,16,1,2,1,4,3,5,2,2,2,1,1,1,1,2,2,3,1,2,2,33,400,1,2
152518692,10,1001,100102,71,1,55,3,1,1,1,10,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,2,1,15,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,15,30,15,2,2,1,1,1,NA,2,3,2,1,2,1,NA,34,23,2,1,4,1,1,4,2,4,4,4,1,2,6,7,2,6,4,5,1,1,1,1,1,1,1,2,2,3,1,3,1,33,400,2,5
152518820,8,801,80101,71,1,63,13,1,3,101,5,2,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,40,60,30,20,4,3,1,1,NA,3,3,2,2,NA,3,11,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,10,98,1,1,6,4,3,2,2,1,2,1,1,2,2,2,4,1,3,2,42,400,1,5
152519022,3,301,30101,71,1,35,1,1,2,2,8,1,2,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,15,1,1,4,2,2,2,1,NA,2,2,2,2,NA,4,NA,NA,NA,NA,NA,NA,3,1,4,4,4,4,4,2,1,1,2,2,3,3,5,2,2,2,2,2,2,2,2,2,1,2,3,4,33,400,2,3
152519290,16,1601,160101,71,1,52,2,1,2,1,8,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,30,15,15,10,2,2,1,1,NA,2,3,2,1,1,4,NA,NA,NA,NA,NA,NA,2,1,4,3,4,4,3,2,10,1,1,1,6,4,5,1,1,1,1,1,1,1,2,2,3,1,2,1,51,400,1,4
152519408,3,301,30101,71,1,28,2,1,3,102,5,2,NA,NA,NA,NA,NA,NA,1,4,1,3,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,30,10,20,5,2,2,1,1,NA,4,3,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,3,106,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,4,33,400,1,2
152519443,22,2209,220901,75,1,27,7,3,2,2,9,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,10,0,0,1,2,2,2,1,NA,2,2,2,1,2,3,5,NA,NA,NA,NA,NA,1,1,4,4,4,2,4,3,106,2,6,1,5,3,5,2,2,1,1,1,1,2,2,2,3,1,3,2,51,400,1,2
152519444,22,2209,220901,75,1,55,7,1,2,1,7,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,5,0,1,0,2,2,1,1,NA,2,2,2,2,NA,3,9,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,1,5,4,1,4,4,4,2,2,1,1,1,1,2,1,2,4,1,3,1,51,400,1,5
152519445,22,2209,220901,75,1,52,7,1,2,1,10,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,15,0,6,8,1,1,1,1,NA,2,3,1,1,1,1,NA,18,2,1,1,2,3,1,3,3,3,3,3,1,12,1,26,1,4,3,6,2,1,1,2,1,1,1,1,2,4,1,3,1,51,400,1,4
152519446,22,2209,220901,75,1,20,7,1,2,2,9,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,15,0,2,2,2,2,1,1,NA,2,3,2,1,2,3,7,NA,NA,NA,NA,NA,3,1,2,4,4,2,4,1,3,1,2,1,4,1,4,2,1,2,2,1,1,1,2,2,4,1,3,2,51,400,1,1
152519448,8,801,80101,71,1,25,2,1,2,1,7,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1,25,90,10,5,2,2,1,1,NA,2,3,2,1,2,3,7,NA,NA,NA,NA,NA,1,2,4,4,4,4,4,2,2,16,3,1,5,5,4,1,1,1,1,1,1,1,2,2,3,1,3,1,42,400,1,2
152519466,10,1001,100101,71,1,24,3,1,2,1,7,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,2,5,10,5,5,2,2,1,1,NA,3,3,2,1,2,1,NA,3,1,2,2,2,3,1,2,4,4,2,4,2,10,6,2,1,6,4,3,1,1,1,1,1,1,1,2,2,3,1,3,1,33,400,1,1
152520000,16,1601,160101,71,1,57,3,1,2,1,5,2,NA,NA,NA,NA,NA,NA,3,2,1,3,2,2,2,2,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,2,1,45,15,0,5,2,2,1,1,NA,2,3,2,2,NA,3,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3,101,3,7,2,6,4,5,2,1,2,2,2,2,2,2,2,3,1,3,3,51,400,2,5
