SbjNum,d3,PROVINCIA,DISTRITO,ORGANIZACION,A,B,D,E,P1,P2,P3,P4,P5_O1,P5_O2,P5_O3,P5_O4,P6_1,P6_2,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16A,P16B_O1,P16B_O2,P16B_O3,P16B_O4,P16B_O5,P16B_O6,P16B_O7,P16B_O8,P16B_O9,P17,P18,P19,P20,P21,P22,P23,P24_1,P24_2,P24_3,P24_4,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,I_1_P44,I_2_P44,I_3_P44,I_4_P44,I_5_P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,I_1_P54,I_2_P54,I_3_P54,I_4_P54,I_1_P55,I_2_P55,I_1_P56,I_2_P56,P57,P58,P59,NSE,REGX,ent,SEXO,edad
153694182,10,1001,100101,40,1,44,2,1,4,102,2,2,NA,NA,NA,NA,NA,NA,2,4,3,4,4,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,10,15,12,10,4,4,2,2,1,4,4,4,2,NA,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,4,103,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,33,200,2,3
153694183,10,1001,100101,40,1,27,2,1,2,2,9,2,NA,NA,NA,NA,NA,NA,1,2,3,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,10,12,12,5,4,4,2,1,NA,2,3,4,2,NA,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,201,4,4,1,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,4,33,200,1,2
153694184,10,1001,100101,40,1,35,2,1,3,101,4,2,NA,NA,NA,NA,NA,NA,2,3,3,3,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,2,1,10,15,12,5,4,4,2,1,NA,4,4,4,1,1,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,2,8,6,4,1,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,4,33,200,1,3
153694185,10,1001,100101,40,1,25,2,1,4,101,5,2,NA,NA,NA,NA,NA,NA,3,5,3,4,4,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,90,25,15,5,4,4,2,2,1,4,4,4,2,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,4,108,3,1,1,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,4,33,200,1,2
153694187,10,1001,100101,40,1,76,3,1,4,101,5,2,NA,NA,NA,NA,NA,NA,3,3,1,3,2,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,30,5,3,10,4,4,2,1,NA,2,3,3,2,NA,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,10,1,8,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,4,33,200,1,5
153694188,10,1001,100101,40,1,21,3,1,4,101,1,2,NA,NA,NA,NA,NA,NA,3,5,3,4,4,4,2,4,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,2,2,2,20,60,12,6,4,4,2,1,NA,4,3,3,1,1,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,3,106,5,2,1,4,3,3,2,2,2,2,2,2,2,2,2,1,2,3,4,33,200,1,1
153694189,10,1001,100101,40,1,40,3,1,2,2,5,2,NA,NA,NA,NA,NA,NA,1,2,2,4,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,15,20,12,6,4,4,2,3,365,4,4,4,1,1,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,12,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,33,200,2,3
153694190,10,1001,100101,40,1,21,4,2,5,101,1,2,NA,NA,NA,NA,NA,NA,2,4,2,4,4,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,20,30,10,7,4,4,2,1,NA,4,4,4,1,1,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,5,106,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,4,33,200,1,1
153694191,10,1001,100101,40,1,28,2,1,4,102,7,2,NA,NA,NA,NA,NA,NA,1,2,1,3,4,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,10,50,15,10,4,4,1,3,1,4,4,4,1,1,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,4,4,4,1,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,4,33,200,1,2
153694192,10,1001,100101,40,1,37,2,1,2,2,8,2,NA,NA,NA,NA,NA,NA,1,3,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,10,60,10,3,2,2,2,1,NA,2,3,2,1,1,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,1,3,2,1,3,3,3,2,2,2,2,2,2,2,2,2,3,1,2,4,33,200,1,3
153694493,20,2001,200101,29,1,24,21,1,2,2,10,1,1,NA,NA,NA,2,NA,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,15,15,10,7,2,2,1,1,NA,2,2,2,1,1,1,NA,98,-1,1,2,2,4,1,4,4,4,1,3,2,10,1,9,1,4,5,5,1,1,1,1,1,1,1,2,2,4,1,3,1,24,200,1,1
153694535,9,901,90101,20,1,33,1,3,2,1,9,1,1,NA,NA,NA,2,NA,1,1,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,10,5,5,1,2,2,1,1,NA,2,2,2,2,NA,1,NA,22,33,1,1,2,1,1,3,4,4,3,4,2,3,2,2,1,6,4,5,1,1,2,2,1,1,1,1,1,3,1,3,1,33,100,1,2
153694536,9,901,90101,20,1,24,2,3,2,2,7,1,1,NA,NA,NA,2,NA,1,2,1,2,2,3,1,3,1,3,96,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,2,2,90,60,30,15,4,3,2,3,7,4,4,4,2,NA,3,3,NA,NA,NA,NA,NA,1,2,3,3,4,4,4,3,101,1,2,1,5,1,3,1,1,2,1,2,2,2,1,2,3,1,3,2,33,100,1,1
153694537,9,901,90101,20,1,63,3,1,2,1,5,1,2,NA,NA,NA,NA,2,1,2,1,2,2,2,1,2,1,15,96,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,30,30,10,10,2,2,2,1,NA,2,2,2,1,2,3,7,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,110,1,96,1,3,5,3,2,2,2,2,2,2,2,2,2,1,2,3,4,33,100,1,5
153694569,10,1001,100102,40,1,55,3,1,5,105,1,1,1,NA,NA,NA,2,NA,3,5,3,4,5,5,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,30,90,20,20,5,4,2,10,998,4,4,4,1,1,3,98,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,5,1,96,1,1,3,3,3,1,2,2,2,1,2,2,2,2,3,2,2,3,33,200,1,5
153694682,4,401,40112,17,1,27,2,3,4,101,4,1,1,NA,NA,NA,1,NA,1,3,1,2,3,3,2,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,2,2,2,30,20,30,5,3,2,2,4,180,4,4,4,2,NA,1,NA,14,49,1,1,2,3,1,3,4,2,1,1,2,11,6,1,1,5,5,3,2,1,1,1,1,1,1,2,2,4,1,3,1,42,100,1,2
153694683,4,401,40126,17,1,31,3,4,4,105,3,2,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2,1,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,50,0,2,3,2,2,2,1,NA,2,3,2,2,NA,1,NA,21,16,2,1,2,3,1,1,2,2,1,2,2,3,19,32,1,6,3,5,1,1,1,1,1,2,1,1,2,4,1,3,1,42,100,1,2
153694684,4,401,40129,17,1,30,3,2,3,205,6,1,1,NA,NA,NA,2,NA,1,2,1,2,3,2,2,2,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,3,2,2,2,15,30,15,5,3,2,2,3,7,2,3,2,2,NA,3,10,NA,NA,NA,NA,NA,3,1,2,1,4,1,4,2,13,6,98,1,5,4,5,2,1,1,2,1,2,1,2,2,3,1,3,2,42,100,1,2
153694685,4,401,40103,17,1,49,2,4,3,105,5,1,1,NA,NA,NA,2,NA,3,3,3,3,2,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,40,2,0,0,2,3,2,1,NA,3,2,3,2,NA,3,5,NA,NA,NA,NA,NA,3,1,4,4,4,3,4,3,112,1,7,1,6,3,5,2,1,1,1,1,1,1,1,2,5,1,3,1,42,100,1,4
153694862,25,2501,250101,57,1,45,2,1,2,4,6,1,2,NA,NA,NA,NA,2,1,2,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,15,5,5,15,2,2,1,1,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,1,1,4,4,4,3,4,2,4,3,7,2,6,4,5,1,1,1,1,1,1,1,1,2,4,1,3,1,51,300,2,4
153694863,25,2501,250105,57,1,36,1,3,2,3,8,1,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,20,10,10,15,2,1,1,1,NA,1,1,1,2,NA,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,3,215,1,2,2,3,2,3,2,2,2,2,1,1,2,2,2,3,2,3,3,51,300,2,3
153694864,25,2501,250101,57,1,38,3,1,2,2,9,1,2,NA,NA,NA,NA,1,1,2,1,1,3,1,2,2,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,30,2,5,15,2,3,2,2,998,2,3,2,1,2,3,2,NA,NA,NA,NA,NA,2,1,4,4,3,4,4,3,124,3,2,1,4,5,3,2,2,1,2,1,1,2,2,1,3,2,3,2,51,300,1,3
153694865,25,2501,250101,57,1,30,2,1,2,3,10,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,10,2,10,20,2,2,1,1,NA,1,1,1,2,NA,3,3,NA,NA,NA,NA,NA,1,1,3,4,4,4,4,2,1,4,2,2,4,3,4,2,2,2,2,1,1,2,2,2,4,1,3,2,51,300,2,2
153694866,25,2501,250101,57,1,31,1,1,2,4,7,1,2,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,10,5,5,15,2,2,1,1,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,2,2,3,4,4,4,4,1,10,1,7,1,6,3,5,2,1,1,1,1,1,1,2,2,4,1,3,1,51,300,1,2
153694867,25,2501,250101,57,1,55,2,4,2,1,8,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,2,15,2,5,15,2,1,1,1,NA,1,1,1,2,NA,3,3,NA,NA,NA,NA,NA,1,2,4,4,4,4,4,3,210,1,2,1,3,3,3,2,2,1,2,1,1,2,1,2,3,2,3,2,51,300,1,5
153694868,25,2501,250101,57,1,34,1,1,2,3,8,1,1,2,NA,NA,2,2,1,1,1,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,15,5,5,15,2,2,1,1,NA,2,2,2,2,NA,3,3,NA,NA,NA,NA,NA,1,1,3,4,4,4,4,3,130,1,7,2,4,3,5,1,1,1,2,1,1,1,2,2,3,1,3,1,51,300,2,2
153694869,25,2501,250101,64,1,64,22,1,2,2,7,1,1,NA,NA,NA,2,NA,1,2,1,2,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,20,180,20,5,4,2,1,1,NA,2,3,3,2,NA,3,3,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,2,1,4,1,2,6,3,4,2,1,2,2,1,1,1,2,2,3,1,3,2,51,300,2,5
153694870,25,2501,250101,64,1,60,22,1,2,2,6,1,10,NA,NA,NA,NA,NA,1,2,1,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,20,60,10,5,4,3,1,1,NA,2,2,2,2,NA,3,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,4,3,2,2,3,2,3,2,2,2,2,2,1,2,2,2,3,2,3,3,51,300,2,5
153694871,25,2501,250101,64,1,38,1,1,2,3,6,1,10,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,20,90,15,10,4,2,1,1,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,1,1,3,3,3,3,4,2,4,3,2,1,6,3,5,2,1,1,2,1,1,2,2,2,4,1,3,2,51,300,1,3
153694872,25,2501,250105,64,1,36,22,1,2,102,5,1,10,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,30,60,20,5,2,2,1,1,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,2,1,3,4,3,4,4,2,12,3,2,1,3,3,3,2,2,1,2,1,1,2,2,2,3,1,3,2,51,300,1,3
153694873,25,2501,250101,64,1,45,1,1,2,2,5,1,10,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,40,10,5,5,3,2,2,1,NA,2,2,2,2,NA,1,NA,34,22,1,1,2,1,1,2,4,4,3,4,2,10,4,1,2,5,4,5,1,1,1,1,1,1,1,1,2,4,1,3,1,51,300,2,4
153695871,21,2111,211101,40,1,37,2,1,2,2,10,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,8,10,0,0,15,2,2,2,5,90,2,3,2,2,NA,3,11,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,5,1,7,2,2,2,3,2,2,2,2,2,2,2,2,2,3,1,3,3,42,200,2,3
153695905,17,1701,170101,11,1,38,2,3,2,1,8,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,5,0,0,7,2,2,1,1,NA,2,3,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,2,1,3,2,6,4,5,1,1,1,1,1,1,1,2,2,3,1,3,1,51,100,2,3
153696253,13,1301,130101,2,1,48,1,1,2,3,8,1,1,NA,NA,NA,2,NA,1,1,1,1,1,1,2,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,30,120,30,20,2,2,3,2,998,2,2,2,1,2,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,10,1,2,1,4,4,4,2,1,1,1,1,2,1,2,2,3,1,3,2,24,100,1,4
153696254,13,1301,130101,2,1,53,3,1,2,2,8,1,1,2,NA,NA,2,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,60,10,20,60,2,2,1,2,998,2,2,2,1,2,3,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,2,1,9,2,3,3,5,2,2,1,1,1,1,2,2,1,4,1,3,1,24,100,2,4
153696507,17,1701,170101,11,1,39,2,1,2,2,7,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,2,0,1,8,2,2,1,1,NA,2,3,2,2,NA,3,3,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,110,6,7,2,5,2,5,2,1,2,1,1,1,1,2,2,4,1,3,2,51,100,2,3
153696813,21,2111,211101,40,1,48,2,1,1,2,10,2,NA,NA,NA,NA,NA,NA,1,1,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,30,0,0,20,2,2,2,6,90,2,3,1,2,NA,3,2,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,1,5,18,6,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,3,42,200,2,4
153696854,23,2301,230101,14,1,30,2,1,2,1,9,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,4,2,1,1,96,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,20,0,5,0,2,2,2,1,NA,2,2,2,2,NA,3,10,NA,NA,NA,NA,NA,1,1,3,3,4,2,4,2,6,3,6,2,4,3,3,2,1,1,2,1,1,1,2,2,3,1,3,2,42,100,2,2
153697331,17,1701,170101,11,1,37,2,1,2,1,7,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,15,2,1,5,2,2,1,1,NA,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,4,2,5,2,4,4,4,1,1,1,1,1,1,1,2,2,4,1,3,1,51,100,2,3
153697569,12,1201,120101,23,1,21,1,1,4,102,3,2,NA,NA,NA,NA,NA,NA,3,2,3,4,4,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,10,30,30,20,4,1,1,3,998,3,3,3,2,NA,1,NA,4,28,1,2,4,3,1,1,3,3,1,4,4,101,9,15,2,3,5,3,1,1,1,1,1,1,1,1,2,4,1,3,1,33,100,2,1
153697599,23,2301,230101,14,1,42,2,1,2,1,7,1,1,NA,NA,NA,2,NA,1,3,1,2,2,3,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,20,30,30,5,2,2,1,2,7,2,3,2,2,NA,2,NA,2,2,1,1,2,1,1,2,3,4,3,1,3,26,1,6,2,4,3,5,1,1,1,1,1,1,1,1,2,4,1,3,1,42,100,2,3
153697629,12,1201,120125,23,1,49,2,2,2,3,6,1,2,NA,NA,NA,NA,2,1,4,1,2,2,2,2,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,60,20,15,10,3,2,2,2,90,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,1,3,4,4,4,3,4,2,12,3,3,1,4,4,4,1,1,2,1,1,2,1,2,2,3,1,3,1,33,100,1,4
153697639,9,901,90101,40,1,33,1,1,2,2,8,1,2,NA,NA,NA,NA,2,1,1,1,2,2,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,15,0,0,15,2,2,1,1,NA,2,2,2,2,NA,1,NA,34,16,1,1,2,1,1,4,3,4,4,4,2,1,1,3,1,6,4,5,1,1,2,1,2,1,1,2,1,3,1,3,1,33,200,1,2
153697814,9,901,90101,40,1,43,1,1,1,1,8,1,1,6,NA,NA,2,NA,1,1,1,2,2,1,2,2,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,30,0,0,3,2,2,1,2,10,2,1,2,2,NA,1,NA,34,2,1,2,2,2,1,4,1,4,4,4,2,16,2,1,1,5,4,5,2,1,1,2,2,1,1,2,2,1,1,2,2,33,200,1,3
153697844,17,1701,170101,11,1,40,1,3,2,1,7,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,9,0,0,10,2,2,1,1,NA,2,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,1,1,2,2,3,2,3,2,1,1,1,1,1,1,2,2,4,2,3,2,51,100,2,3
153697863,14,1401,140112,3,1,18,3,1,3,1,8,2,NA,NA,NA,NA,NA,NA,1,2,2,4,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,20,120,60,10,2,2,1,2,30,2,3,2,1,2,4,NA,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,2,4,1,2,1,6,3,4,2,1,2,1,1,1,1,2,2,3,1,3,2,24,100,1,1
153697864,14,1401,140112,3,1,44,3,1,3,101,5,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,20,60,10,5,2,2,2,2,150,4,2,2,1,2,4,NA,NA,NA,NA,NA,NA,1,2,3,4,1,3,4,2,10,1,4,1,4,3,4,1,2,1,1,2,2,2,1,2,3,2,3,2,24,100,1,3
153697866,14,1401,140112,3,1,37,3,1,4,102,2,2,NA,NA,NA,NA,NA,NA,2,2,3,4,4,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,25,180,90,25,4,4,1,5,998,4,4,4,1,2,4,NA,NA,NA,NA,NA,NA,4,1,4,3,4,3,3,3,108,1,5,1,6,3,2,1,1,1,1,1,1,1,1,1,3,1,3,1,24,100,1,3
153697867,14,1401,140112,3,1,30,3,1,2,2,9,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,20,30,5,10,2,2,2,2,7,2,3,2,1,2,1,NA,3,51,1,1,2,1,1,4,4,4,4,3,2,5,3,2,1,4,4,4,2,1,2,1,1,1,1,2,2,3,1,3,2,24,100,1,2
153697868,14,1401,140112,3,1,35,3,1,2,2,9,1,1,NA,NA,NA,2,NA,1,2,1,4,2,2,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2,2,2,30,90,30,5,4,4,2,2,60,2,2,2,1,2,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,6,5,2,1,3,3,3,2,2,2,2,2,2,2,2,2,3,1,3,3,24,100,1,3
153698159,23,2301,230101,14,1,38,2,1,4,118,4,1,1,NA,NA,NA,3,NA,2,2,2,3,3,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,2,1,40,25,15,10,4,2,2,2,15,4,4,4,2,NA,3,1,NA,NA,NA,NA,NA,1,1,4,4,4,4,4,4,108,96,6,2,5,3,5,1,1,1,1,1,2,1,2,2,4,1,3,1,42,100,2,3
153698594,9,901,90101,40,1,48,3,1,4,101,6,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,30,0,0,5,2,2,1,1,NA,2,2,2,2,NA,1,NA,34,64,1,1,2,1,1,3,3,4,3,3,2,4,1,7,2,6,4,5,1,1,2,2,2,2,1,2,2,1,2,3,2,33,200,2,4
153698718,12,1201,120125,23,1,28,2,1,4,2,6,2,NA,NA,NA,NA,NA,NA,1,2,1,3,3,3,2,2,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,2,1,60,15,15,10,4,2,2,1,NA,2,3,3,2,NA,2,NA,2,32,1,2,3,1,1,4,3,4,3,2,3,110,4,5,1,5,4,4,2,1,1,1,1,1,1,2,2,5,1,3,1,33,100,1,2
153699462,12,1201,120101,23,1,45,3,1,4,104,3,1,2,NA,NA,NA,NA,4,2,4,3,4,4,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,2,1,15,120,20,5,5,4,1,5,998,4,4,3,1,1,3,3,NA,NA,NA,NA,NA,3,1,1,3,3,1,3,4,114,96,2,1,6,3,5,1,1,1,1,1,1,1,1,1,4,1,3,1,33,100,1,4
153699520,21,2101,210101,47,1,34,1,1,2,3,9,2,NA,NA,NA,NA,NA,NA,1,3,1,3,3,2,2,2,1,15,96,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,15,2,0,20,2,3,1,1,NA,2,3,2,2,NA,3,5,NA,NA,NA,NA,NA,1,2,3,4,4,4,4,3,217,2,5,2,6,3,5,2,1,2,1,2,1,2,2,2,3,1,3,2,42,300,2,2
153699968,5,501,50101,19,1,32,2,1,1,4,10,1,1,NA,NA,NA,1,NA,1,2,1,1,2,2,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,1,5,30,8,5,1,1,1,2,998,1,2,2,2,NA,4,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2,10,1,2,1,3,3,3,2,1,2,2,1,2,2,2,2,3,2,2,3,33,100,1,2
153699970,5,501,50101,19,1,40,2,1,2,12,8,1,1,NA,NA,NA,2,NA,1,1,1,2,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,90,3,25,8,2,2,2,1,NA,2,2,2,2,NA,1,NA,9,33,1,2,2,1,1,4,2,4,4,4,2,3,1,6,1,6,4,5,1,1,1,2,1,1,2,2,2,3,1,3,1,33,100,1,3
153700039,21,2101,210101,47,1,23,1,1,2,3,8,1,1,NA,NA,NA,2,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,1,15,0,2,13,2,2,1,1,NA,2,2,2,2,NA,3,5,NA,NA,NA,NA,NA,1,1,3,4,4,4,4,2,4,2,2,2,5,1,5,2,1,2,2,2,2,2,2,2,3,1,3,3,42,300,2,1
153700109,18,1801,180101,81,1,33,2,1,2,12,7,1,1,NA,NA,NA,1,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,2,5,20,2,2,1,2,15,1,3,3,2,NA,1,NA,2,2,1,1,1,4,1,2,2,4,2,4,2,1,5,2,1,6,4,5,2,1,1,1,1,1,1,1,2,3,1,3,1,42,400,1,2
153700320,8,801,80108,46,1,50,2,1,2,1,10,2,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,15,0,0,3,2,2,1,1,NA,2,3,2,2,NA,4,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,2,4,1,96,1,3,5,3,2,2,1,2,2,2,2,2,2,2,2,3,3,42,300,1,4
153700321,8,801,80108,46,1,50,2,1,4,101,5,1,2,NA,NA,NA,NA,2,1,4,1,4,4,4,4,4,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,10,60,0,2,4,4,2,2,6,2,2,3,1,2,4,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,2,12,96,4,1,4,4,5,2,1,2,1,1,1,1,2,2,4,1,3,2,42,300,1,4
