"","FECHA","TC_NOMINAL","RESERVA_INT","RENDIMIENTO_BONO","ORO","PETROLEO","ANIO"
"364",2020-06-07,3.43,74517.90920948,4.4,1683.45,39.49,2020
"365",2020-06-08,3.435,74468.95567083,4.4,1690.35,38.17,2020
"366",2020-06-09,3.443,74194.81227143,4.43,1713.5,38.98,2020
"367",2020-06-10,3.425,73931.70289363,4.37,1722.05,39.54,2020
"368",2020-06-11,3.46,73674.9425818,4.4,1738.25,36.43,2020
"369",2020-06-12,3.465,73633.70266981,4.42,1733.5,36.24,2020
"370",2020-06-13,3.465,73633.70266981,4.42,1733.5,36.24,2020
"371",2020-06-14,3.465,73633.70266981,4.42,1733.5,36.24,2020
"372",2020-06-15,3.478,73713.45652117,4.41,1710.45,37.07,2020
"373",2020-06-16,3.481,73760.40883676,4.39,1719.85,38.26,2020
"374",2020-06-17,3.497,73870.34723703,4.42,1724.35,37.91,2020
"375",2020-06-18,3.521,73538.74893745,4.38,1719.5,38.79,2020
"376",2020-06-19,3.501,73265.81703052,4.36,1734.75,39.72,2020
"377",2020-06-20,3.501,73265.81703052,4.36,1734.75,39.72,2020
"378",2020-06-21,3.501,73265.81703052,4.36,1734.75,39.72,2020
"379",2020-06-22,3.505,73136.58055099,4.37,1761.85,40.6,2020
"380",2020-06-23,3.522,73093.22427523,4.38,1768.9,40.4,2020
"381",2020-06-24,3.508,73210.89809677,4.38,1766.05,37.91,2020
"382",2020-06-25,3.503,73159.38966738,4.38,1756.55,38.66,2020
"383",2020-06-26,3.528,71515.1176089,4.41,1747.6,38.53,2020
"384",2020-06-27,3.528,71515.1176089,4.41,1747.6,38.53,2020
"385",2020-06-28,3.528,71515.1176089,4.41,1747.6,38.53,2020
"386",2020-06-29,3.528,71515.1176089,4.41,1771.6,39.67,2020
"387",2020-06-30,3.541,71449.71203365,4.44,1768.1,39.27,2020
"388",2020-07-01,3.529,72042.57577247,4.44,1771.05,39.88,2020
"389",2020-07-02,3.521,72867.60486911,4.47,1777.45,40.57,2020
"390",2020-07-03,3.539,73005.44438231,4.49,1772.9,40.57,2020
"391",2020-07-04,3.539,73005.44438231,4.49,1772.9,40.57,2020
"392",2020-07-05,3.539,73005.44438231,4.49,1772.9,40.57,2020
"393",2020-07-06,3.544,73136.54435786,4.5,1787.9,40.51,2020
"394",2020-07-07,3.537,73266.60302291,4.45,1789.55,40.59,2020
"395",2020-07-08,3.52,73506.6819334,4.38,1811.1,40.91,2020
"396",2020-07-09,3.5,73941.82715058,4.34,1812.1,39.64,2020
"397",2020-07-10,3.502,73974.74831654,4.36,1803.1,40.56,2020
"398",2020-07-11,3.502,73974.74831654,4.36,1803.1,40.56,2020
"399",2020-07-12,3.502,73974.74831654,4.36,1803.1,40.56,2020
"400",2020-07-13,3.497,74230.46275073,4.34,1807.5,40.06,2020
"401",2020-07-14,3.498,74366.99878469,4.37,1801.9,40.3,2020
"402",2020-07-15,3.494,74756.39473338,4.3,1804.6,41.2,2020
"403",2020-07-16,3.504,74763.79465093,4.24,1807.7,40.74,2020
"404",2020-07-17,3.517,74906.13378727,4.14,1807.35,40.55,2020
"405",2020-07-18,3.517,74906.13378727,4.14,1807.35,40.55,2020
"406",2020-07-19,3.517,74906.13378727,4.14,1807.35,40.55,2020
"407",2020-07-20,3.503,75032.97072963,4.14,1815.65,40.83,2020
"408",2020-07-21,3.494,75123.20655916,4.16,1842.55,41.76,2020
"409",2020-07-22,3.508,75139.54059157,4.16,1842.55,41.88,2020
"410",2020-07-23,3.518,74968.2168201,4.11,1842.55,40.99,2020
"411",2020-07-24,3.533,74806.21558714,4.04,1842.55,41.23,2020
"412",2020-07-25,3.533,74806.21558714,4.04,1842.55,41.23,2020
"413",2020-07-26,3.533,74806.21558714,4.04,1842.55,41.23,2020
"414",2020-07-27,3.508,74932.24522337,4.01,1842.55,41.46,2020
"415",2020-07-28,3.508,74932.24522337,4.01,1940.9,40.89,2020
"416",2020-07-29,3.498,74976.38514341,3.97,1950.9,41.13,2020
"417",2020-07-30,3.512,74964.31883276,3.95,1957.65,39.85,2020
"418",2020-07-31,3.532,74335.72126159,3.93,1964.9,40.1,2020
"419",2020-08-01,3.532,74335.72126159,3.93,1964.9,40.1,2020
"420",2020-08-02,3.532,74335.72126159,3.93,1964.9,40.1,2020
"421",2020-08-03,3.541,74766.47439662,3.92,1958.55,40.83,2020
"422",2020-08-04,3.551,75039.20641821,3.92,1977.9,41.67,2020
"423",2020-08-05,3.544,75031.29179848,3.92,2048.15,42.25,2020
"424",2020-08-06,3.542,74881.86302598,4.05,2067.15,41.93,2020
"425",2020-08-07,3.552,74865.9258274,4.16,2031.15,41.16,2020
"426",2020-08-08,3.552,74865.9258274,4.16,2031.15,41.16,2020
"427",2020-08-09,3.552,74865.9258274,4.16,2031.15,41.16,2020
"428",2020-08-10,3.56,74758.32855149,4.18,2044.5,41.94,2020
"429",2020-08-11,3.56,74366.1707822,4.1,1939.65,41.53,2020
"430",2020-08-12,3.566,74404.24651295,4.08,1931.9,42.6,2020
"431",2020-08-13,3.57,73959.62331884,4.08,1944.25,42.26,2020
"432",2020-08-14,3.571,73797.73338374,4.08,1944.75,42.05,2020
"433",2020-08-15,3.571,73797.73338374,4.08,1944.75,42.05,2020
"434",2020-08-16,3.571,73797.73338374,4.08,1944.75,42.05,2020
"435",2020-08-17,3.578,73815.01877163,4.08,1972.85,42.89,2020
"436",2020-08-18,3.566,73777.81320151,4.08,2008.75,42.89,2020
"437",2020-08-19,3.562,73928.72881746,4.08,1981,42.91,2020
"438",2020-08-20,3.577,75665.87605817,4.09,1927.15,42.62,2020
"439",2020-08-21,3.583,75554.59160025,4.12,1924.35,42.32,2020
"440",2020-08-22,3.583,75554.59160025,4.12,1924.35,42.32,2020
"441",2020-08-23,3.583,75554.59160025,4.12,1924.35,42.32,2020
"442",2020-08-24,3.585,75722.2503523,4.11,1943.95,42.44,2020
"443",2020-08-25,3.586,75743.3320042,4.14,1911.15,43.17,2020
"444",2020-08-26,3.57,75794.39196425,4.11,1932.95,43.21,2020
"445",2020-08-27,3.563,75384.32566668,4.09,1923.85,42.88,2020
"446",2020-08-28,3.533,75360.63695637,4.03,1957.35,42.96,2020
"447",2020-08-29,3.533,75360.63695637,4.03,1957.35,42.96,2020
"448",2020-08-30,3.533,75360.63695637,4.03,1957.35,42.96,2020
"449",2020-08-31,3.542,74667.79874836,3.99,1957.35,42.61,2020
"450",2020-09-01,3.527,74979.46091459,4.02,1972.35,42.76,2020
"451",2020-09-02,3.535,75191.47104397,4.07,1947.05,42.76,2020
"452",2020-09-03,3.549,75452.68390453,4.12,1940.45,41.39,2020
"453",2020-09-04,3.526,75539.96722997,4.17,1926.3,39.69,2020
"454",2020-09-05,3.526,75539.96722997,4.17,1926.3,39.69,2020
"455",2020-09-06,3.526,75539.96722997,4.17,1926.3,39.69,2020
"456",2020-09-07,3.536,75522.21569296,4.2,1928.45,39.69,2020
"457",2020-09-08,3.541,75436.61562231,4.13,1910.95,36.87,2020
"458",2020-09-09,3.537,75460.59116763,4.05,1947.2,38.05,2020
"459",2020-09-10,3.544,75359.46560671,4.12,1966.25,37.25,2020
"460",2020-09-11,3.572,75311.94722406,4.2,1947.4,37.33,2020
"461",2020-09-12,3.572,75311.94722406,4.2,1947.4,37.33,2020
"462",2020-09-13,3.572,75311.94722406,4.2,1947.4,37.33,2020
"463",2020-09-14,3.56,75541.55564569,4.17,1958.7,37.23,2020
"464",2020-09-15,3.547,75157.70746265,4.16,1949.35,38.29,2020
"465",2020-09-16,3.526,75002.04403811,4.19,1961.8,40.17,2020
"466",2020-09-17,3.522,74790.85016448,4.16,1936.25,40.99,2020
"467",2020-09-18,3.523,74746.1107379,4.16,1950.85,41.09,2020
"468",2020-09-19,3.523,74746.1107379,4.16,1950.85,41.09,2020
"469",2020-09-20,3.523,74746.1107379,4.16,1950.85,41.09,2020
"470",2020-09-21,3.549,74838.50885858,4.2,1909.35,39.26,2020
"471",2020-09-22,3.549,75123.75309244,4.28,1906,39.55,2020
"472",2020-09-23,3.572,74883.1011025,4.34,1873.4,39.92,2020
"473",2020-09-24,3.59,74538.62452746,4.3,1861.75,40.11,2020
"474",2020-09-25,3.586,74256.43224491,4.23,1859.7,40.06,2020
"475",2020-09-26,3.586,74256.43224491,4.23,1859.7,40.06,2020
"476",2020-09-27,3.586,74256.43224491,4.23,1859.7,40.06,2020
"477",2020-09-28,3.589,74074.00431347,4.27,1864.3,40.47,2020
"478",2020-09-29,3.598,73866.23760512,4.24,1883.95,39.03,2020
"479",2020-09-30,3.598,72353.88923515,4.33,1886.9,40.05,2020
"480",2020-10-01,3.606,73644.15833415,4.3,1902,38.51,2020
"481",2020-10-02,3.618,73497.37691237,4.32,1903.05,36.9,2020
"482",2020-10-03,3.618,73497.37691237,4.32,1903.05,36.9,2020
"483",2020-10-04,3.618,73497.37691237,4.32,1903.05,36.9,2020
"484",2020-10-05,3.588,73493.64377846,4.27,1909.6,39.12,2020
"485",2020-10-06,3.583,73401.2408297,4.25,1913.4,40.52,2020
"486",2020-10-07,3.569,73509.73261334,4.22,1884.5,39.82,2020
"487",2020-10-08,3.58,73566.09523704,4.1,1887.45,41.04,2020
"488",2020-10-09,3.58,73889.20606652,4.04,1923.25,40.44,2020
"489",2020-10-10,3.58,73889.20606652,4.04,1923.25,40.44,2020
"490",2020-10-11,3.58,73889.20606652,4.04,1923.25,40.44,2020
"491",2020-10-12,3.586,73870.64528824,4.08,1925.5,39.22,2020
"492",2020-10-13,3.591,73795.32963287,4.15,1891.3,40.03,2020
"493",2020-10-14,3.59,74027.43574369,4.12,1910.05,40.86,2020
"494",2020-10-15,3.581,74153.99998546,4.15,1891.9,40.84,2020
"495",2020-10-16,3.585,74238.22211203,4.17,1905.05,40.7,2020
"496",2020-10-17,3.585,74238.22211203,4.17,1905.05,40.7,2020
"497",2020-10-18,3.585,74238.22211203,4.17,1905.05,40.7,2020
"498",2020-10-19,3.59,74232.98544669,4.19,1905.6,40.69,2020
"499",2020-10-20,3.599,74276.04205288,4.27,1898.4,41.37,2020
"500",2020-10-21,3.597,73967.21042398,4.34,1924.15,39.88,2020
"501",2020-10-22,3.602,73843.73224902,4.3,1900.95,40.46,2020
"502",2020-10-23,3.597,73876.8203558,4.21,1903.65,39.73,2020
"503",2020-10-24,3.597,73876.8203558,4.21,1903.65,39.73,2020
"504",2020-10-25,3.597,73876.8203558,4.21,1903.65,39.73,2020
"505",2020-10-26,3.604,73876.60342988,4.21,1898.45,38.39,2020
"506",2020-10-27,3.607,73722.40224199,4.17,1905.7,39.34,2020
"507",2020-10-28,3.612,73308.75213563,4.24,1869.95,37.27,2020
"508",2020-10-29,3.611,73094.42974512,4.2,1870.3,35.94,2020
"509",2020-10-30,3.615,72468.23440979,4.22,1881.85,35.64,2020
"510",2020-10-31,3.615,72468.23440979,4.22,1881.85,35.64,2020
"511",2020-11-01,3.615,72468.23440979,4.22,1881.85,35.64,2020
"512",2020-11-02,3.615,72813.22401237,4.17,1889.9,36.6,2020
"513",2020-11-03,3.591,73087.65554635,4.05,1908.3,37.44,2020
"514",2020-11-04,3.6,73157.25265615,4,1900.15,38.97,2020
"515",2020-11-05,3.594,73028.56870196,3.85,1938.45,38.56,2020
"516",2020-11-06,3.591,73278.33748626,3.94,1940.8,36.97,2020
"517",2020-11-07,3.591,73278.33748626,3.94,1940.8,36.97,2020
"518",2020-11-08,3.591,73278.33748626,3.94,1940.8,36.97,2020
"519",2020-11-09,3.581,73334.53119025,3.94,1867.3,40.05,2020
"520",2020-11-10,3.623,73517.85761519,4,1878.7,41.18,2020
"521",2020-11-11,3.621,73490.37954896,4.08,1860.95,41.23,2020
"522",2020-11-12,3.64,73325.41741742,4.09,1874.85,40.9,2020
"523",2020-11-13,3.642,73412.29147166,4.16,1890.9,39.93,2020
"524",2020-11-14,3.642,73412.29147166,4.16,1890.9,39.93,2020
"525",2020-11-15,3.642,73412.29147166,4.16,1890.9,39.93,2020
"526",2020-11-16,3.663,73562.84104514,4.24,1885.6,41.14,2020
"527",2020-11-17,3.602,73283.39183495,4.07,1889.05,41.24,2020
"528",2020-11-18,3.57,72939.78897772,4.0537,1876.1,41.64,2020
"529",2020-11-19,3.577,73166.70371073,4.0657,1857.35,41.57,2020
"530",2020-11-20,3.595,73129.79576542,4.02,1875.7,41.99,2020
"531",2020-11-21,3.595,73129.79576542,4.02,1875.7,41.99,2020
"532",2020-11-22,3.595,73129.79576542,4.02,1875.7,41.99,2020
"533",2020-11-23,3.604,73187.70799432,4,1840.2,42.91,2020
"534",2020-11-24,3.609,73034.62740244,3.9501,1799.6,44.71,2020
"535",2020-11-25,3.603,72758.77553651,3.9356,1810.2,45.58,2020
"536",2020-11-26,3.602,72755.59739036,3.8817,1807.4,45.58,2020
"537",2020-11-27,3.602,72612.04786777,3.9,1779.3,45.58,2020
"538",2020-11-28,3.602,72612.04786777,3.9,1779.3,45.58,2020
"539",2020-11-29,3.602,72612.04786777,3.9,1779.3,45.58,2020
"540",2020-11-30,3.606,71723.43697814,3.9078,1762.55,45.2,2020
"541",2020-12-01,3.609,75991.56984046,3.9227,1810.75,44.54,2020
"542",2020-12-02,3.609,76218.51283463,3.9028,1822.6,45.23,2020
"543",2020-12-03,3.591,76121.10693076,3.87,1832.35,45.65,2020
"544",2020-12-04,3.587,76323.97129031,3.81,1843,46.23,2020
"545",2020-12-05,3.587,76323.97129031,3.81,1843,46.23,2020
"546",2020-12-06,3.587,76323.97129031,3.81,1843,46.23,2020
"547",2020-12-07,3.603,76343.58121529,3.763,1859.95,45.72,2020
"548",2020-12-08,3.603,76343.58121529,3.763,1868.15,45.64,2020
"549",2020-12-09,3.599,76210.25455174,3.72,1841.75,45.48,2020
"550",2020-12-10,3.593,76424.18509982,3.69,1844.35,46.76,2020
"551",2020-12-11,3.592,76530.7277385,3.67,1842,46.59,2020
"552",2020-12-12,3.592,76530.7277385,3.67,1842,46.59,2020
"553",2020-12-13,3.592,76530.7277385,3.67,1842,46.59,2020
"554",2020-12-14,3.588,76554.85357677,3.66,1831.15,47.02,2020
"555",2020-12-15,3.585,76581.9753634,3.57,1850.65,47.58,2020
"556",2020-12-16,3.587,76412.89575114,3.56,1851.95,47.86,2020
"557",2020-12-17,3.587,76242.68642213,3.52,1890.75,48.34,2020
"558",2020-12-18,3.595,76417.24261322,3.5,1879.75,49.04,2020
"559",2020-12-19,3.595,76417.24261322,3.5,1879.75,49.04,2020
"560",2020-12-20,3.595,76417.24261322,3.5,1879.75,49.04,2020
"561",2020-12-21,3.605,76933.24969652,3.51,1880,47.79,2020
"562",2020-12-22,3.612,77047.11285796,3.55,1877.1,47.02,2020
"563",2020-12-23,3.607,76568.75843363,3.51,1875,47.94,2020
"564",2020-12-24,3.61,76580.08509791,3.512,1872.55,48.18,2020
"565",2020-12-25,3.61,76580.08509791,3.512,1872.55,48.18,2020
"566",2020-12-26,3.61,76580.08509791,3.512,1872.55,48.18,2020
"567",2020-12-27,3.61,76580.08509791,3.512,1872.55,48.18,2020
"568",2020-12-28,3.617,76580.57841944,3.514,1872.55,47.5,2020
"569",2020-12-29,3.618,76749.68241366,3.511,1874.3,47.85,2020
"570",2020-12-30,3.619,74684.97282131,3.52,1887.6,48.24,2020
"571",2020-12-31,3.618,74706.91124326,3.5,1891.1,48.35,2020
"572",2021-01-01,3.618,74706.91124326,3.5,1891.1,48.35,2021
"573",2021-01-02,3.618,74706.91124326,3.5,1891.1,48.35,2021
"574",2021-01-03,3.618,74706.91124326,3.5,1891.1,48.35,2021
"575",2021-01-04,3.628,76069.69137602,3.49,1943.2,47.47,2021
"576",2021-01-05,3.628,77098.2307428,3.51,1940.35,49.78,2021
"577",2021-01-06,3.624,77093.31482344,3.61,1931.95,50.45,2021
"578",2021-01-07,3.62,77078.42837776,3.64,1920.1,50.63,2021
"579",2021-01-08,3.606,77225.79300512,3.65,1862.9,52.14,2021
"580",2021-01-09,3.606,77225.79300512,3.65,1862.9,52.14,2021
"581",2021-01-10,3.606,77225.79300512,3.65,1862.9,52.14,2021
"582",2021-01-11,3.612,77494.31450901,3.7,1847.25,52.15,2021
"583",2021-01-12,3.61,77620.90847262,3.62,1841.25,53.08,2021
"584",2021-01-13,3.614,78011.20944132,3.58,1858.85,52.81,2021
"585",2021-01-14,3.609,78114.26018338,3.59,1841.75,53.47,2021
"586",2021-01-15,3.613,78141.61264672,3.62,1839,52.25,2021
"587",2021-01-16,3.613,78141.61264672,3.62,1839,52.25,2021
"588",2021-01-17,3.613,78141.61264672,3.62,1839,52.25,2021
"589",2021-01-18,3.615,78143.26456728,3.64,1833.05,52.25,2021
"590",2021-01-19,3.614,78190.96935688,3.66,1834.7,52.87,2021
"591",2021-01-20,3.615,78005.32920212,3.67,1856.6,53.16,2021
"592",2021-01-21,3.623,78447.06110543,3.68,1862.1,53,2021
"593",2021-01-22,3.634,78333.55559798,3.72,1852.7,52.28,2021
"594",2021-01-23,3.634,78333.55559798,3.72,1852.7,52.28,2021
"595",2021-01-24,3.634,78333.55559798,3.72,1852.7,52.28,2021
"596",2021-01-25,3.644,78188.70253,3.73,1856.85,52.78,2021
"597",2021-01-26,3.644,78507.31914415,3.78,1856.6,52.61,2021
"598",2021-01-27,3.644,78350.63430282,3.88,1843,52.81,2021
"599",2021-01-28,3.643,78336.91606026,3.73,1853.7,52.26,2021
"600",2021-01-29,3.636,76473.88390205,3.66,1863.8,52.16,2021
"601",2021-01-30,3.636,76473.88390205,3.66,1863.8,52.16,2021
"602",2021-01-31,3.636,76473.88390205,3.66,1863.8,52.16,2021
"603",2021-02-01,3.64,77901.38915046,3.71,1862.95,53.55,2021
"604",2021-02-02,3.635,78130.74793639,3.74,1833.1,54.77,2021
"605",2021-02-03,3.641,78152.13732893,3.77,1835.45,55.67,2021
"606",2021-02-04,3.643,77744.26054835,3.78,1785.9,56.19,2021
"607",2021-02-05,3.637,77767.42933594,3.77,1802.95,56.8,2021
"608",2021-02-06,3.637,77767.42933594,3.77,1802.95,56.8,2021
"609",2021-02-07,3.637,77767.42933594,3.77,1802.95,56.8,2021
"610",2021-02-08,3.641,77783.80749627,3.77,1835.25,57.95,2021
"611",2021-02-09,3.638,77945.90662859,3.76,1839.6,58.34,2021
"612",2021-02-10,3.637,77954.61301169,3.73,1842.65,58.69,2021
"613",2021-02-11,3.64,78464.20732673,3.75,1840.1,58.22,2021
"614",2021-02-12,3.644,78332.51854633,3.77,1816.35,59.5,2021
"615",2021-02-13,3.644,78332.51854633,3.77,1816.35,59.5,2021
"616",2021-02-14,3.644,78332.51854633,3.77,1816.35,59.5,2021
"617",2021-02-15,3.644,78343.16550598,3.79,1817.3,59.5,2021
"618",2021-02-16,3.652,77938.06771576,3.87,1794.25,60.07,2021
"619",2021-02-17,3.651,77750.72631459,3.89,1780.7,61.09,2021
"620",2021-02-18,3.651,77733.21881786,3.99,1773.15,60.4,2021
"621",2021-02-19,3.652,77726.41129548,4.11,1786.2,59.12,2021
"622",2021-02-20,3.652,77726.41129548,4.11,1786.2,59.12,2021
"623",2021-02-21,3.652,77726.41129548,4.11,1786.2,59.12,2021
"624",2021-02-22,3.652,77545.73028389,4.21,1807.45,61.67,2021
"625",2021-02-23,3.652,77489.05315608,4.15,1799.65,61.66,2021
"626",2021-02-24,3.643,77246.07977474,4.15,1788,63.21,2021
"627",2021-02-25,3.648,77109.04172272,4.29,1779.65,63.43,2021
"628",2021-02-26,3.648,76028.82552423,4.23,1742.85,61.55,2021
"629",2021-02-27,3.648,76028.82552423,4.23,1742.85,61.55,2021
"630",2021-02-28,3.648,76028.82552423,4.23,1742.85,61.55,2021
"631",2021-03-01,3.656,77174.196796,4.27,1734.15,60.54,2021
"632",2021-03-02,3.666,77265.1405967,4.42,1723.85,59.7,2021
"633",2021-03-03,3.673,76804.79142965,4.57,1711.4,61.33,2021
"634",2021-03-04,3.684,76702.42383578,4.75,1712.1,63.81,2021
"635",2021-03-05,3.69,76503.63779839,4.76,1696.25,66.08,2021
"636",2021-03-06,3.69,76503.63779839,4.76,1696.25,66.08,2021
"637",2021-03-07,3.69,76503.63779839,4.76,1696.25,66.08,2021
"638",2021-03-08,3.702,76396.10770985,4.9,1687.05,65.03,2021
"639",2021-03-09,3.698,76717.34663535,4.79,1716.9,64.02,2021
"640",2021-03-10,3.694,80311.98691138,4.7,1716.2,64.45,2021
"641",2021-03-11,3.693,81150.71940869,4.56,1724.25,66.02,2021
"642",2021-03-12,3.709,81193.98611763,4.7,1704.8,65.59,2021
"643",2021-03-13,3.709,81193.98611763,4.7,1704.8,65.59,2021
"644",2021-03-14,3.709,81193.98611763,4.7,1704.8,65.59,2021
"645",2021-03-15,3.703,81274.54375776,4.68,1723.65,65.36,2021
"646",2021-03-16,3.7,81306.1551704,4.7,1735,64.82,2021
"647",2021-03-17,3.703,81323.48194986,4.68,1729.65,64.55,2021
"648",2021-03-18,3.708,81027.57138043,4.66,1725.9,59.95,2021
"649",2021-03-19,3.715,81111.49267784,4.6,1735.2,61.43,2021
"650",2021-03-20,3.715,81111.49267784,4.6,1735.2,61.43,2021
"651",2021-03-21,3.715,81111.49267784,4.6,1735.2,61.43,2021
"652",2021-03-22,3.712,80929.91991264,4.54,1736.15,61.48,2021
"653",2021-03-23,3.719,80677.26571679,4.62,1726.2,57.75,2021
"654",2021-03-24,3.723,80622.15995792,4.68,1730.5,61.12,2021
"655",2021-03-25,3.734,80491.70477676,4.71,1737.3,58.47,2021
"656",2021-03-26,3.732,80489.23223745,4.73,1731.8,60.93,2021
"657",2021-03-27,3.732,80489.23223745,4.73,1731.8,60.93,2021
"658",2021-03-28,3.732,80489.23223745,4.73,1731.8,60.93,2021
"659",2021-03-29,3.749,80296.04150776,4.8,1705.95,61.49,2021
"660",2021-03-30,3.771,80042.17006758,4.99,1683.95,60.55,2021
"661",2021-03-31,3.743,79921.73039049,4.97,1691.05,59.19,2021
"662",2021-04-01,3.743,79921.73039049,4.97,1726.05,61.41,2021
"663",2021-04-02,3.743,79921.73039049,4.97,1726.05,61.41,2021
"664",2021-04-03,3.743,79921.73039049,4.97,1726.05,61.41,2021
"665",2021-04-04,3.743,79921.73039049,4.97,1726.05,61.41,2021
"666",2021-04-05,3.692,80002.90392764,4.91,1726.05,58.73,2021
"667",2021-04-06,3.633,80589.18193545,4.79,1744.65,59.34,2021
"668",2021-04-07,3.608,80889.48161475,4.78,1738.05,59.77,2021
"669",2021-04-08,3.596,81108.08976409,4.74,1755.5,59.61,2021
"670",2021-04-09,3.62,81180.87138864,4.81,1741.2,59.29,2021
"671",2021-04-10,3.62,81180.87138864,4.81,1741.2,59.29,2021
"672",2021-04-11,3.62,81180.87138864,4.81,1741.2,59.29,2021
"673",2021-04-12,3.617,81013.22360094,4.8,1732.85,59.7,2021
"674",2021-04-13,3.628,80887.49764333,4.78,1747.95,60.2,2021
"675",2021-04-14,3.631,80942.13059262,4.88,1735.55,63.15,2021
"676",2021-04-15,3.625,80909.18301945,4.87,1757.2,63.42,2021
"677",2021-04-16,3.633,80664.31255948,4.89,1774.45,63.16,2021
"678",2021-04-17,3.633,80664.31255948,4.89,1774.45,63.16,2021
"679",2021-04-18,3.633,80664.31255948,4.89,1774.45,63.16,2021
"680",2021-04-19,3.672,80357.35611245,5.02,1774.5,63.33,2021
"681",2021-04-20,3.69,80290.37944851,5.06,1777.85,62.61,2021
"682",2021-04-21,3.709,80296.43163001,5.16,1798.2,61.34,2021
"683",2021-04-22,3.755,80342.871623,5.36,1787.75,61.45,2021
"684",2021-04-23,3.787,79798.61947045,5.42,1781.8,62.18,2021
"685",2021-04-24,3.787,79798.61947045,5.42,1781.8,62.18,2021
"686",2021-04-25,3.787,79798.61947045,5.42,1781.8,62.18,2021
"687",2021-04-26,3.838,79001.10142118,5.65,1773.35,62.02,2021
"688",2021-04-27,3.839,78662.05476941,5.61,1784.15,63.03,2021
"689",2021-04-28,3.769,78528.02427563,5.47,1772.2,63.81,2021
"690",2021-04-29,3.785,78395.88112322,5.4,1762.65,65,2021
"691",2021-04-30,3.784,77064.07695704,5.4,1767.65,63.5,2021
"692",2021-05-01,3.784,77064.07695704,5.4,1767.65,63.5,2021
"693",2021-05-02,3.784,77064.07695704,5.4,1767.65,63.5,2021
"694",2021-05-03,3.816,77986.41416922,5.43,1767.65,64.46,2021
"695",2021-05-04,3.833,78024.46582965,5.39,1797.75,65.72,2021
"696",2021-05-05,3.824,77957.23401733,5.31,1782.25,65.63,2021
"697",2021-05-06,3.816,77916.33001401,5.12,1813.15,64.73,2021
"698",2021-05-07,3.81,77804.6509525,5.05,1836.55,64.96,2021
"699",2021-05-08,3.81,77804.6509525,5.05,1836.55,64.96,2021
"700",2021-05-09,3.81,77804.6509525,5.05,1836.55,64.96,2021
"701",2021-05-10,3.721,77976.85165792,4.88,1840.45,64.92,2021
"702",2021-05-11,3.704,78127.59670817,4.89,1829.1,65.31,2021
"703",2021-05-12,3.716,77752.14106235,4.92,1830.7,65.96,2021
"704",2021-05-13,3.658,78140.37664193,4.79,1821.8,63.82,2021
"705",2021-05-14,3.677,77814.75617717,4.8,1838.1,65.32,2021
"706",2021-05-15,3.677,77814.75617717,4.8,1838.1,65.32,2021
"707",2021-05-16,3.677,77814.75617717,4.8,1838.1,65.32,2021
"708",2021-05-17,3.713,77912.1110024,4.89,1853.7,66.24,2021
"709",2021-05-18,3.735,77788.94404911,4.95,1866.75,65.49,2021
"710",2021-05-19,3.74,77233.96981042,4.99,1888.45,63.28,2021
"711",2021-05-20,3.71,77051.14239,4.97,1878.3,61.95,2021
"712",2021-05-21,3.752,76861.27442311,4.85,1875.9,63.61,2021
"713",2021-05-22,3.752,76861.27442311,4.85,1875.9,63.61,2021
"714",2021-05-23,3.752,76861.27442311,4.85,1875.9,63.61,2021
"715",2021-05-24,3.81,76444.37838086,4.98,1880.15,66.13,2021
"716",2021-05-25,3.821,75989.07587156,4.98,1887,66.27,2021
"717",2021-05-26,3.853,75400.14106485,5.08,1899.75,66.41,2021
"718",2021-05-27,3.849,74783.01470082,4.93,1891.45,66.87,2021
"719",2021-05-28,3.81,73037.03364669,4.82,1899.95,66.31,2021
"720",2021-05-29,3.81,73037.03364669,4.82,1899.95,66.31,2021
"721",2021-05-30,3.81,73037.03364669,4.82,1899.95,66.31,2021
"722",2021-05-31,3.835,73069.45597121,4.77,1899.95,66.31,2021
"723",2021-06-01,3.862,73706.4883667,4.85,1899.35,67.8,2021
"724",2021-06-02,3.82,73443.45997797,4.89,1902.75,68.79,2021
"725",2021-06-03,3.87,73240.18573384,4.84,1866.55,68.81,2021
"726",2021-06-04,3.84,72951.432914,4.68,1890.6,69.57,2021
"727",2021-06-05,3.84,72951.432914,4.68,1890.6,69.57,2021
"728",2021-06-06,3.84,72951.432914,4.68,1890.6,69.57,2021
"729",2021-06-07,3.937,73064.10028272,5,1888.4,69.21,2021
"730",2021-06-08,3.925,72792.71763462,4.92,1893.15,70.11,2021
"731",2021-06-09,3.836,72627.98155316,5.15,1894.6,69.9,2021
"732",2021-06-10,3.893,72317.69234313,5.08,1888.65,70.34,2021
"733",2021-06-11,3.89,72157.76811068,5.15,1881.05,71,2021
"734",2021-06-12,3.89,72157.76811068,5.15,1881.05,71,2021
"735",2021-06-13,3.89,72157.76811068,5.15,1881.05,71,2021
"736",2021-06-14,3.891,72129.79857777,5.3,1865.6,70.94,2021
"737",2021-06-15,3.88,72339.66726412,5.4,1865.1,72.06,2021
"738",2021-06-16,3.907,72384.15402423,5.41,1860.75,72.03,2021
"739",2021-06-17,3.916,72341.12579725,5.423,1778.7,71.06,2021
"740",2021-06-18,3.95,72807.90462591,5.55,1773.1,71.64,2021
"741",2021-06-19,3.95,72807.90462591,5.55,1773.1,71.64,2021
